occurrencedate,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofweek,occurrencehour,mci_category,premises_type
2014-08-07,2014,August,7,Thursday,19,Auto Theft,Apartment
2014-08-08,2014,August,8,Friday,16,Assault,Outside
2014-08-09,2014,August,9,Saturday,NA,Assault,Commercial
2014-08-09,2014,August,9,Saturday,NA,Assault,House
2014-08-09,2014,August,9,Saturday,1,Assault,Apartment
2014-08-08,2014,August,8,Friday,10,Break and Enter,Apartment
2014-08-08,2014,August,8,Friday,23,Assault,Outside
2014-08-09,2014,August,9,Saturday,2,Assault,Apartment
2014-08-09,2014,August,9,Saturday,2,Break and Enter,Apartment
2014-08-09,2014,August,9,Saturday,1,Assault,Commercial
2014-08-09,2014,August,9,Saturday,1,Assault,Commercial
2014-08-09,2014,August,9,Saturday,1,Assault,Apartment
2014-08-09,2014,August,9,Saturday,2,Assault,Outside
2014-08-09,2014,August,9,Saturday,2,Assault,Transit
2014-08-09,2014,August,9,Saturday,1,Assault,Apartment
2014-08-09,2014,August,9,Saturday,1,Assault,Apartment
2014-08-09,2014,August,9,Saturday,2,Robbery,Outside
2014-08-08,2014,August,8,Friday,18,Assault,Apartment
2014-08-09,2014,August,9,Saturday,3,Break and Enter,Commercial
2014-08-09,2014,August,9,Saturday,3,Assault,Commercial
2014-08-09,2014,August,9,Saturday,2,Assault,Outside
2014-08-09,2014,August,9,Saturday,2,Assault,Outside
2014-08-09,2014,August,9,Saturday,3,Assault,Commercial
2014-08-09,2014,August,9,Saturday,1,Break and Enter,Commercial
2014-08-09,2014,August,9,Saturday,7,Assault,Apartment
2014-08-09,2014,August,9,Saturday,7,Assault,Apartment
2014-08-08,2014,August,8,Friday,23,Theft Over,Commercial
2014-08-09,2014,August,9,Saturday,10,Assault,Outside
2014-08-08,2014,August,8,Friday,14,Break and Enter,House
2014-08-09,2014,August,9,Saturday,3,Robbery,Outside
2014-08-08,2014,August,8,Friday,22,Assault,Outside
2014-08-09,2014,August,9,Saturday,8,Assault,Outside
2014-08-08,2014,August,8,Friday,21,Assault,Apartment
2014-08-09,2014,August,9,Saturday,8,Break and Enter,Commercial
2014-07-29,2014,July,29,Tuesday,NA,Assault,Apartment
2014-07-29,2014,July,29,Tuesday,NA,Assault,Apartment
2014-07-29,2014,July,29,Tuesday,NA,Assault,Apartment
2014-07-29,2014,July,29,Tuesday,NA,Assault,Apartment
2014-07-29,2014,July,29,Tuesday,NA,Assault,Apartment
2014-08-09,2014,August,9,Saturday,12,Assault,Apartment
2014-08-09,2014,August,9,Saturday,12,Assault,House
2014-08-08,2014,August,8,Friday,18,Break and Enter,House
2014-08-13,2014,August,13,Wednesday,20,Auto Theft,Outside
2014-08-08,2014,August,8,Friday,18,Assault,House
2014-08-15,2014,August,15,Friday,19,Auto Theft,Commercial
2014-08-18,2014,August,18,Monday,1,Break and Enter,Commercial
2014-08-12,2014,August,12,Tuesday,3,Break and Enter,Apartment
2014-07-08,2014,July,8,Tuesday,NA,Break and Enter,House
2014-08-11,2014,August,11,Monday,15,Assault,Outside
2014-08-14,2014,August,14,Thursday,20,Auto Theft,Outside
2014-08-14,2014,August,14,Thursday,20,Auto Theft,Outside
2014-08-14,2014,August,14,Thursday,12,Assault,House
2014-08-11,2014,August,11,Monday,16,Robbery,Commercial
2014-08-14,2014,August,14,Thursday,20,Auto Theft,Outside
2014-08-14,2014,August,14,Thursday,20,Auto Theft,Outside
2014-08-14,2014,August,14,Thursday,12,Assault,House
2014-08-09,2014,August,9,Saturday,14,Assault,Transit
2014-08-10,2014,August,10,Sunday,2,Robbery,Outside
2014-08-11,2014,August,11,Monday,19,Assault,Outside
2014-08-11,2014,August,11,Monday,19,Assault,Apartment
2014-08-11,2014,August,11,Monday,NA,Break and Enter,Apartment
2014-08-10,2014,August,10,Sunday,20,Assault,Outside
2014-08-07,2014,August,7,Thursday,NA,Break and Enter,House
2014-08-11,2014,August,11,Monday,19,Assault,Outside
2014-08-11,2014,August,11,Monday,20,Robbery,Outside
2014-08-11,2014,August,11,Monday,20,Robbery,Outside
2014-08-11,2014,August,11,Monday,20,Robbery,Outside
2014-08-11,2014,August,11,Monday,18,Assault,House
2014-08-11,2014,August,11,Monday,21,Assault,Outside
2014-06-26,2014,June,26,Thursday,NA,Assault,Apartment
2014-06-26,2014,June,26,Thursday,NA,Assault,Apartment
2014-06-26,2014,June,26,Thursday,NA,Assault,Apartment
2014-06-26,2014,June,26,Thursday,NA,Assault,Apartment
2014-08-11,2014,August,11,Monday,18,Assault,Apartment
2014-08-04,2014,August,4,Monday,15,Robbery,Outside
2014-08-11,2014,August,11,Monday,19,Robbery,Outside
2014-08-01,2014,August,1,Friday,23,Assault,Apartment
2014-08-11,2014,August,11,Monday,10,Break and Enter,House
2014-08-10,2014,August,10,Sunday,20,Break and Enter,House
2014-08-08,2014,August,8,Friday,9,Break and Enter,Apartment
2014-08-08,2014,August,8,Friday,19,Break and Enter,Educational
2014-08-11,2014,August,11,Monday,14,Break and Enter,House
2014-08-09,2014,August,9,Saturday,8,Break and Enter,House
2014-08-08,2014,August,8,Friday,23,Assault,Apartment
2014-08-11,2014,August,11,Monday,13,Break and Enter,House
2014-08-10,2014,August,10,Sunday,17,Assault,Other
2014-08-11,2014,August,11,Monday,22,Assault,Apartment
2014-08-11,2014,August,11,Monday,12,Break and Enter,House
2014-08-11,2014,August,11,Monday,22,Assault,Outside
2014-08-01,2014,August,1,Friday,NA,Break and Enter,House
2014-08-11,2014,August,11,Monday,23,Assault,Transit
2014-08-11,2014,August,11,Monday,13,Break and Enter,House
2014-08-04,2014,August,4,Monday,23,Assault,Apartment
2014-08-18,2014,August,18,Monday,5,Assault,House
2014-08-11,2014,August,11,Monday,13,Assault,Commercial
2014-08-08,2014,August,8,Friday,14,Break and Enter,Apartment
2014-08-12,2014,August,12,Tuesday,16,Assault,House
2014-08-11,2014,August,11,Monday,18,Break and Enter,House
2014-08-08,2014,August,8,Friday,8,Assault,Commercial
2014-08-06,2014,August,6,Wednesday,15,Theft Over,Outside
2014-08-10,2014,August,10,Sunday,21,Assault,Apartment
2014-06-30,2014,June,30,Monday,15,Theft Over,House
2014-08-05,2014,August,5,Tuesday,19,Theft Over,Commercial
2014-08-09,2014,August,9,Saturday,19,Assault,House
2014-08-11,2014,August,11,Monday,4,Break and Enter,House
2014-08-11,2014,August,11,Monday,2,Break and Enter,House
2014-08-11,2014,August,11,Monday,NA,Break and Enter,House
2014-08-10,2014,August,10,Sunday,11,Break and Enter,House
2014-07-11,2014,July,11,Friday,19,Auto Theft,Commercial
2014-08-11,2014,August,11,Monday,8,Auto Theft,Outside
2014-08-08,2014,August,8,Friday,22,Auto Theft,Outside
2014-08-11,2014,August,11,Monday,12,Auto Theft,Outside
2014-07-15,2014,July,15,Tuesday,16,Auto Theft,Outside
2014-07-28,2014,July,28,Monday,16,Auto Theft,House
2014-08-11,2014,August,11,Monday,4,Auto Theft,Outside
2014-08-11,2014,August,11,Monday,1,Auto Theft,House
2014-08-11,2014,August,11,Monday,6,Auto Theft,House
2014-08-10,2014,August,10,Sunday,13,Break and Enter,Apartment
2014-08-12,2014,August,12,Tuesday,NA,Assault,Apartment
2014-08-11,2014,August,11,Monday,20,Assault,Outside
2014-08-12,2014,August,12,Tuesday,1,Robbery,Outside
2014-08-12,2014,August,12,Tuesday,NA,Break and Enter,Apartment
2014-08-12,2014,August,12,Tuesday,3,Break and Enter,House
2014-08-11,2014,August,11,Monday,23,Robbery,Outside
2014-08-12,2014,August,12,Tuesday,1,Robbery,Outside
2014-08-11,2014,August,11,Monday,23,Break and Enter,Apartment
2014-08-11,2014,August,11,Monday,19,Assault,Apartment
2014-08-12,2014,August,12,Tuesday,5,Assault,Commercial
2014-08-12,2014,August,12,Tuesday,5,Assault,Commercial
2014-08-12,2014,August,12,Tuesday,6,Assault,Apartment
2014-08-12,2014,August,12,Tuesday,7,Break and Enter,House
2014-08-12,2014,August,12,Tuesday,5,Assault,Apartment
2014-08-12,2014,August,12,Tuesday,7,Assault,Outside
2014-08-12,2014,August,12,Tuesday,4,Assault,Other
2014-08-12,2014,August,12,Tuesday,4,Robbery,Other
2014-08-12,2014,August,12,Tuesday,6,Break and Enter,House
2014-08-12,2014,August,12,Tuesday,4,Break and Enter,Apartment
2014-08-12,2014,August,12,Tuesday,1,Break and Enter,Commercial
2014-08-11,2014,August,11,Monday,20,Break and Enter,Commercial
2014-08-12,2014,August,12,Tuesday,10,Assault,Apartment
2014-08-12,2014,August,12,Tuesday,10,Assault,Apartment
2014-08-11,2014,August,11,Monday,16,Break and Enter,House
2014-08-12,2014,August,12,Tuesday,10,Assault,Apartment
2014-07-23,2014,July,23,Wednesday,15,Assault,Outside
2014-08-11,2014,August,11,Monday,10,Break and Enter,House
2014-08-12,2014,August,12,Tuesday,12,Assault,Outside
2014-08-09,2014,August,9,Saturday,2,Break and Enter,Other
2014-08-12,2014,August,12,Tuesday,10,Assault,Outside
2013-12-01,2013,December,1,Sunday,NA,Assault,Apartment
2014-08-12,2014,August,12,Tuesday,12,Assault,Commercial
2014-08-12,2014,August,12,Tuesday,13,Robbery,Commercial
2014-08-06,2014,August,6,Wednesday,10,Assault,Other
2014-08-12,2014,August,12,Tuesday,4,Break and Enter,House
2014-08-12,2014,August,12,Tuesday,2,Break and Enter,House
2014-08-12,2014,August,12,Tuesday,NA,Break and Enter,Commercial
2014-08-11,2014,August,11,Monday,23,Robbery,Outside
2014-08-02,2014,August,2,Saturday,20,Robbery,Outside
2014-08-14,2014,August,14,Thursday,23,Auto Theft,Outside
2014-08-16,2014,August,16,Saturday,NA,Assault,Outside
2008-06-01,2008,June,1,Sunday,NA,Assault,House
2014-08-14,2014,August,14,Thursday,16,Robbery,Outside
2014-08-15,2014,August,15,Friday,2,Auto Theft,Outside
2014-08-16,2014,August,16,Saturday,NA,Assault,Outside
2014-08-04,2014,August,4,Monday,23,Break and Enter,Apartment
2014-08-18,2014,August,18,Monday,3,Assault,Outside
2014-08-18,2014,August,18,Monday,5,Assault,Transit
2014-08-06,2014,August,6,Wednesday,15,Assault,Apartment
2014-08-14,2014,August,14,Thursday,19,Auto Theft,Commercial
2014-08-16,2014,August,16,Saturday,NA,Assault,Outside
2014-08-18,2014,August,18,Monday,5,Assault,Apartment
2014-08-09,2014,August,9,Saturday,7,Break and Enter,Commercial
2014-08-12,2014,August,12,Tuesday,14,Assault,Outside
2014-08-10,2014,August,10,Sunday,5,Break and Enter,Commercial
2014-08-14,2014,August,14,Thursday,22,Auto Theft,House
2014-08-12,2014,August,12,Tuesday,20,Assault,Apartment
2014-08-16,2014,August,16,Saturday,NA,Assault,Outside
2014-08-18,2014,August,18,Monday,4,Break and Enter,Commercial
2014-08-09,2014,August,9,Saturday,14,Assault,Apartment
2014-08-14,2014,August,14,Thursday,9,Assault,Apartment
2014-08-08,2014,August,8,Friday,8,Theft Over,Transit
2014-08-14,2014,August,14,Thursday,9,Break and Enter,House
2014-07-31,2014,July,31,Thursday,12,Break and Enter,House
2014-08-08,2014,August,8,Friday,23,Robbery,Outside
2014-08-14,2014,August,14,Thursday,19,Assault,House
2014-08-15,2014,August,15,Friday,3,Auto Theft,House
2014-08-17,2014,August,17,Sunday,1,Assault,Apartment
2014-08-11,2014,August,11,Monday,22,Assault,Outside
2014-08-18,2014,August,18,Monday,4,Assault,Outside
2014-08-13,2014,August,13,Wednesday,16,Assault,Apartment
2014-08-18,2014,August,18,Monday,4,Assault,Apartment
2014-07-25,2014,July,25,Friday,3,Theft Over,Other
2014-08-08,2014,August,8,Friday,23,Robbery,Outside
2014-08-16,2014,August,16,Saturday,21,Break and Enter,House
2014-08-12,2014,August,12,Tuesday,16,Assault,Outside
2014-08-13,2014,August,13,Wednesday,17,Robbery,Commercial
2014-08-14,2014,August,14,Thursday,20,Assault,Apartment
2014-08-15,2014,August,15,Friday,3,Auto Theft,House
2014-08-17,2014,August,17,Sunday,18,Break and Enter,Commercial
2014-08-17,2014,August,17,Sunday,NA,Assault,Apartment
2014-08-14,2014,August,14,Thursday,22,Break and Enter,Apartment
2014-08-12,2014,August,12,Tuesday,17,Assault,Outside
2014-08-13,2014,August,13,Wednesday,14,Assault,Apartment
2014-08-15,2014,August,15,Friday,NA,Assault,Outside
2014-08-10,2014,August,10,Sunday,12,Break and Enter,House
2014-08-18,2014,August,18,Monday,7,Assault,Commercial
2014-08-09,2014,August,9,Saturday,12,Assault,Commercial
2014-08-17,2014,August,17,Sunday,1,Assault,Apartment
2014-08-14,2014,August,14,Thursday,22,Assault,Apartment
2014-08-12,2014,August,12,Tuesday,13,Assault,Apartment
2014-08-13,2014,August,13,Wednesday,13,Assault,Outside
2014-08-15,2014,August,15,Friday,21,Break and Enter,House
2014-08-10,2014,August,10,Sunday,NA,Assault,Commercial
2014-08-15,2014,August,15,Friday,18,Break and Enter,House
2014-08-09,2014,August,9,Saturday,13,Break and Enter,Apartment
2014-08-17,2014,August,17,Sunday,NA,Assault,Outside
2014-05-11,2014,May,11,Sunday,8,Assault,Apartment
2014-05-11,2014,May,11,Sunday,8,Assault,Apartment
2014-08-13,2014,August,13,Wednesday,14,Break and Enter,House
2014-08-13,2014,August,13,Wednesday,9,Break and Enter,Apartment
2014-08-13,2014,August,13,Wednesday,16,Assault,Commercial
2014-08-13,2014,August,13,Wednesday,16,Assault,Other
2014-08-13,2014,August,13,Wednesday,16,Assault,Other
2014-08-13,2014,August,13,Wednesday,14,Assault,Apartment
2014-08-13,2014,August,13,Wednesday,16,Assault,Apartment
2014-08-13,2014,August,13,Wednesday,17,Break and Enter,House
2014-08-12,2014,August,12,Tuesday,20,Theft Over,Commercial
2014-08-13,2014,August,13,Wednesday,13,Assault,Educational
2014-08-11,2014,August,11,Monday,9,Break and Enter,House
2014-08-13,2014,August,13,Wednesday,17,Assault,Outside
2014-07-28,2014,July,28,Monday,NA,Assault,Apartment
2014-07-28,2014,July,28,Monday,NA,Assault,Apartment
2014-08-13,2014,August,13,Wednesday,22,Robbery,Commercial
2014-08-13,2014,August,13,Wednesday,12,Break and Enter,House
2014-08-13,2014,August,13,Wednesday,21,Assault,Outside
2014-08-13,2014,August,13,Wednesday,18,Assault,Commercial
2014-08-13,2014,August,13,Wednesday,18,Assault,Commercial
2014-08-13,2014,August,13,Wednesday,20,Assault,Other
2014-08-09,2014,August,9,Saturday,NA,Assault,Apartment
2014-08-13,2014,August,13,Wednesday,22,Assault,Apartment
2014-08-13,2014,August,13,Wednesday,22,Assault,Apartment
2014-06-10,2014,June,10,Tuesday,19,Theft Over,Commercial
2014-08-13,2014,August,13,Wednesday,21,Robbery,Outside
2014-08-13,2014,August,13,Wednesday,23,Robbery,Outside
2014-08-13,2014,August,13,Wednesday,21,Break and Enter,Apartment
2014-08-13,2014,August,13,Wednesday,23,Assault,Outside
2014-08-13,2014,August,13,Wednesday,22,Assault,Outside
2014-08-09,2014,August,9,Saturday,15,Assault,Commercial
2014-08-13,2014,August,13,Wednesday,23,Robbery,Apartment
2014-08-13,2014,August,13,Wednesday,23,Robbery,Apartment
2014-08-12,2014,August,12,Tuesday,23,Assault,Apartment
2014-08-13,2014,August,13,Wednesday,20,Assault,Apartment
2014-08-12,2014,August,12,Tuesday,23,Break and Enter,Apartment
2014-08-13,2014,August,13,Wednesday,8,Break and Enter,Apartment
2014-08-07,2014,August,7,Thursday,NA,Break and Enter,Other
2014-06-20,2014,June,20,Friday,9,Assault,House
2014-08-02,2014,August,2,Saturday,8,Theft Over,Other
2014-08-13,2014,August,13,Wednesday,15,Break and Enter,House
2014-06-18,2014,June,18,Wednesday,NA,Theft Over,Apartment
2014-08-13,2014,August,13,Wednesday,14,Assault,Commercial
2014-08-13,2014,August,13,Wednesday,8,Auto Theft,Transit
2014-08-12,2014,August,12,Tuesday,22,Auto Theft,Outside
2014-08-13,2014,August,13,Wednesday,3,Auto Theft,Outside
2014-08-12,2014,August,12,Tuesday,21,Auto Theft,Outside
2014-08-12,2014,August,12,Tuesday,21,Auto Theft,Outside
2014-08-11,2014,August,11,Monday,22,Auto Theft,Outside
2014-07-17,2014,July,17,Thursday,NA,Auto Theft,Commercial
2014-08-12,2014,August,12,Tuesday,22,Auto Theft,House
2014-08-12,2014,August,12,Tuesday,21,Auto Theft,House
2014-08-12,2014,August,12,Tuesday,21,Auto Theft,House
2014-08-14,2014,August,14,Thursday,NA,Robbery,Outside
2014-08-14,2014,August,14,Thursday,2,Assault,Apartment
2014-08-14,2014,August,14,Thursday,1,Assault,Outside
2014-08-13,2014,August,13,Wednesday,13,Assault,Outside
2014-08-14,2014,August,14,Thursday,9,Break and Enter,House
2014-08-14,2014,August,14,Thursday,8,Assault,Commercial
2014-08-14,2014,August,14,Thursday,6,Robbery,Apartment
2014-08-13,2014,August,13,Wednesday,9,Assault,Apartment
2014-08-14,2014,August,14,Thursday,10,Assault,Apartment
2014-08-14,2014,August,14,Thursday,11,Assault,Other
2014-08-14,2014,August,14,Thursday,9,Assault,Outside
2014-08-14,2014,August,14,Thursday,9,Assault,Outside
2014-08-11,2014,August,11,Monday,23,Break and Enter,Commercial
2014-08-14,2014,August,14,Thursday,7,Break and Enter,Commercial
2014-08-14,2014,August,14,Thursday,10,Assault,Apartment
2014-08-12,2014,August,12,Tuesday,6,Assault,Apartment
2014-08-13,2014,August,13,Wednesday,13,Assault,Apartment
2014-05-14,2014,May,14,Wednesday,NA,Break and Enter,House
2014-08-14,2014,August,14,Thursday,13,Assault,Outside
2014-08-05,2014,August,5,Tuesday,19,Assault,Commercial
2014-08-14,2014,August,14,Thursday,12,Robbery,Outside
2014-08-14,2014,August,14,Thursday,12,Robbery,Outside
2014-08-14,2014,August,14,Thursday,12,Break and Enter,House
2014-08-14,2014,August,14,Thursday,10,Assault,House
2014-08-13,2014,August,13,Wednesday,20,Break and Enter,House
2014-08-13,2014,August,13,Wednesday,11,Assault,Other
2014-08-14,2014,August,14,Thursday,8,Assault,Commercial
2014-08-14,2014,August,14,Thursday,14,Break and Enter,House
2014-08-14,2014,August,14,Thursday,15,Assault,Outside
2014-08-13,2014,August,13,Wednesday,18,Break and Enter,House
2014-08-14,2014,August,14,Thursday,13,Robbery,Outside
2014-08-14,2014,August,14,Thursday,13,Assault,Outside
2014-08-14,2014,August,14,Thursday,13,Robbery,Outside
2014-08-14,2014,August,14,Thursday,11,Assault,Commercial
2014-08-14,2014,August,14,Thursday,16,Assault,Apartment
2014-08-14,2014,August,14,Thursday,13,Break and Enter,House
2014-08-14,2014,August,14,Thursday,15,Assault,Other
2014-08-14,2014,August,14,Thursday,17,Assault,Commercial
2014-08-14,2014,August,14,Thursday,14,Robbery,Commercial
2014-08-14,2014,August,14,Thursday,6,Break and Enter,House
2014-08-13,2014,August,13,Wednesday,21,Break and Enter,Commercial
2014-08-10,2014,August,10,Sunday,NA,Assault,Commercial
2014-08-15,2014,August,15,Friday,23,Assault,Outside
2014-08-18,2014,August,18,Monday,9,Assault,Apartment
2014-08-08,2014,August,8,Friday,8,Assault,Outside
2014-08-09,2014,August,9,Saturday,18,Assault,Outside
2014-08-16,2014,August,16,Saturday,23,Break and Enter,Commercial
2014-08-09,2014,August,9,Saturday,15,Assault,Apartment
2014-08-12,2014,August,12,Tuesday,16,Assault,Transit
2014-08-16,2014,August,16,Saturday,1,Assault,Commercial
2014-08-10,2014,August,10,Sunday,13,Assault,Apartment
2014-07-14,2014,July,14,Monday,NA,Assault,Apartment
2014-08-17,2014,August,17,Sunday,1,Assault,House
2014-08-09,2014,August,9,Saturday,18,Break and Enter,House
2014-08-18,2014,August,18,Monday,9,Assault,Apartment
2014-08-12,2014,August,12,Tuesday,11,Break and Enter,House
2014-08-16,2014,August,16,Saturday,1,Assault,Commercial
2014-08-10,2014,August,10,Sunday,15,Assault,Commercial
2014-07-14,2014,July,14,Monday,NA,Assault,Apartment
2014-07-14,2014,July,14,Monday,NA,Assault,Apartment
2014-08-14,2014,August,14,Thursday,15,Break and Enter,Apartment
2014-08-12,2014,August,12,Tuesday,15,Break and Enter,House
2014-08-14,2014,August,14,Thursday,9,Break and Enter,Commercial
2014-08-14,2014,August,14,Thursday,12,Break and Enter,House
2014-08-14,2014,August,14,Thursday,19,Break and Enter,House
2014-07-03,2014,July,3,Thursday,6,Break and Enter,Apartment
2014-08-14,2014,August,14,Thursday,7,Auto Theft,Outside
2014-08-13,2014,August,13,Wednesday,17,Auto Theft,Outside
2014-08-13,2014,August,13,Wednesday,21,Auto Theft,House
2014-08-14,2014,August,14,Thursday,6,Auto Theft,Outside
2014-08-14,2014,August,14,Thursday,10,Auto Theft,Outside
2014-08-11,2014,August,11,Monday,22,Auto Theft,Outside
2014-08-13,2014,August,13,Wednesday,22,Auto Theft,Outside
2014-08-11,2014,August,11,Monday,NA,Assault,Outside
2014-08-15,2014,August,15,Friday,2,Assault,Outside
2014-08-15,2014,August,15,Friday,2,Robbery,Outside
2014-08-15,2014,August,15,Friday,2,Break and Enter,Apartment
2014-08-15,2014,August,15,Friday,2,Assault,Apartment
2014-08-15,2014,August,15,Friday,2,Assault,Outside
2014-07-13,2014,July,13,Sunday,2,Assault,Outside
2014-08-15,2014,August,15,Friday,2,Robbery,Outside
2014-08-15,2014,August,15,Friday,2,Robbery,Outside
2014-08-15,2014,August,15,Friday,2,Robbery,Outside
2014-08-15,2014,August,15,Friday,NA,Assault,Outside
2014-08-15,2014,August,15,Friday,4,Assault,Outside
2014-08-14,2014,August,14,Thursday,23,Theft Over,Commercial
2014-08-15,2014,August,15,Friday,8,Break and Enter,House
2014-08-15,2014,August,15,Friday,9,Assault,Outside
2014-08-15,2014,August,15,Friday,11,Assault,House
2014-08-14,2014,August,14,Thursday,20,Break and Enter,Commercial
2014-08-15,2014,August,15,Friday,11,Assault,Apartment
2014-07-31,2014,July,31,Thursday,10,Assault,House
2014-08-14,2014,August,14,Thursday,23,Break and Enter,Commercial
2014-08-15,2014,August,15,Friday,9,Break and Enter,House
2014-08-14,2014,August,14,Thursday,19,Assault,Commercial
2014-08-15,2014,August,15,Friday,4,Break and Enter,House
2014-08-15,2014,August,15,Friday,6,Break and Enter,Apartment
2014-08-15,2014,August,15,Friday,16,Assault,Other
2014-02-01,2014,February,1,Saturday,NA,Assault,Apartment
2014-08-15,2014,August,15,Friday,13,Assault,Outside
2014-08-14,2014,August,14,Thursday,6,Robbery,Outside
2014-08-15,2014,August,15,Friday,11,Theft Over,Outside
2014-08-15,2014,August,15,Friday,18,Assault,Outside
2014-08-15,2014,August,15,Friday,18,Robbery,Outside
2014-08-15,2014,August,15,Friday,2,Robbery,Outside
2014-08-15,2014,August,15,Friday,3,Break and Enter,Commercial
2014-08-15,2014,August,15,Friday,12,Break and Enter,Apartment
2014-08-15,2014,August,15,Friday,16,Assault,Apartment
2014-08-05,2014,August,5,Tuesday,NA,Theft Over,Outside
2014-08-15,2014,August,15,Friday,19,Assault,Outside
2014-08-15,2014,August,15,Friday,16,Assault,Outside
2014-08-15,2014,August,15,Friday,20,Assault,Commercial
2014-08-15,2014,August,15,Friday,20,Assault,Commercial
2014-08-15,2014,August,15,Friday,18,Assault,Outside
2014-08-15,2014,August,15,Friday,18,Assault,Transit
2014-08-15,2014,August,15,Friday,14,Robbery,Outside
2005-01-01,2005,January,1,Saturday,NA,Assault,Apartment
2014-08-15,2014,August,15,Friday,15,Break and Enter,House
2014-08-15,2014,August,15,Friday,22,Break and Enter,House
2014-08-15,2014,August,15,Friday,7,Break and Enter,House
2014-08-15,2014,August,15,Friday,19,Assault,Apartment
2014-08-15,2014,August,15,Friday,23,Assault,Outside
2014-08-15,2014,August,15,Friday,23,Robbery,Outside
2014-08-15,2014,August,15,Friday,22,Assault,House
2014-08-15,2014,August,15,Friday,21,Robbery,Outside
2014-08-15,2014,August,15,Friday,21,Assault,House
2014-08-15,2014,August,15,Friday,21,Assault,House
2014-08-15,2014,August,15,Friday,20,Assault,Other
2014-08-15,2014,August,15,Friday,20,Break and Enter,House
2014-08-15,2014,August,15,Friday,14,Break and Enter,Apartment
2014-08-14,2014,August,14,Thursday,22,Break and Enter,House
2014-08-15,2014,August,15,Friday,23,Assault,Outside
2014-08-15,2014,August,15,Friday,23,Assault,Outside
2014-08-15,2014,August,15,Friday,23,Assault,Outside
2014-08-15,2014,August,15,Friday,22,Robbery,Outside
2014-08-15,2014,August,15,Friday,22,Robbery,Outside
2014-08-15,2014,August,15,Friday,22,Robbery,Outside
2014-08-15,2014,August,15,Friday,22,Robbery,Outside
2014-08-15,2014,August,15,Friday,23,Assault,Outside
2014-08-02,2014,August,2,Saturday,11,Theft Over,Other
2014-08-14,2014,August,14,Thursday,2,Break and Enter,Other
2014-01-13,2014,January,13,Monday,NA,Theft Over,Commercial
2014-01-13,2014,January,13,Monday,NA,Theft Over,Commercial
2014-08-15,2014,August,15,Friday,7,Auto Theft,Outside
2014-08-15,2014,August,15,Friday,10,Auto Theft,Outside
2014-08-15,2014,August,15,Friday,9,Auto Theft,Outside
2014-08-15,2014,August,15,Friday,7,Auto Theft,Outside
2014-08-17,2014,August,17,Sunday,21,Break and Enter,Commercial
2014-08-17,2014,August,17,Sunday,2,Assault,Outside
2014-08-16,2014,August,16,Saturday,1,Assault,Apartment
2014-08-10,2014,August,10,Sunday,11,Assault,House
2014-08-12,2014,August,12,Tuesday,18,Assault,Apartment
2014-08-17,2014,August,17,Sunday,1,Assault,Commercial
2014-08-18,2014,August,18,Monday,5,Assault,Outside
2014-08-15,2014,August,15,Friday,22,Robbery,Apartment
2014-08-10,2014,August,10,Sunday,16,Assault,Commercial
2014-08-09,2014,August,9,Saturday,19,Assault,Outside
2014-02-15,2014,February,15,Saturday,NA,Assault,Apartment
2014-08-16,2014,August,16,Saturday,1,Assault,Commercial
2014-08-08,2014,August,8,Friday,18,Break and Enter,House
2014-08-09,2014,August,9,Saturday,15,Assault,Other
2014-08-12,2014,August,12,Tuesday,18,Assault,Apartment
2014-08-16,2014,August,16,Saturday,16,Assault,Apartment
2014-02-15,2014,February,15,Saturday,NA,Assault,Apartment
2014-08-16,2014,August,16,Saturday,1,Robbery,Outside
2014-08-10,2014,August,10,Sunday,NA,Assault,Outside
2014-08-09,2014,August,9,Saturday,19,Assault,Apartment
2014-08-12,2014,August,12,Tuesday,13,Break and Enter,House
2014-08-17,2014,August,17,Sunday,23,Break and Enter,Other
2014-08-17,2014,August,17,Sunday,21,Assault,Other
2014-08-18,2014,August,18,Monday,6,Assault,Outside
2014-08-18,2014,August,18,Monday,6,Robbery,Outside
2014-08-18,2014,August,18,Monday,6,Robbery,Outside
2014-08-18,2014,August,18,Monday,6,Robbery,Outside
2014-08-18,2014,August,18,Monday,10,Break and Enter,Other
2014-08-18,2014,August,18,Monday,10,Break and Enter,Apartment
2014-08-16,2014,August,16,Saturday,12,Break and Enter,House
2014-08-17,2014,August,17,Sunday,19,Theft Over,Commercial
2014-08-18,2014,August,18,Monday,NA,Break and Enter,Commercial
2014-08-16,2014,August,16,Saturday,9,Break and Enter,Commercial
2014-08-16,2014,August,16,Saturday,9,Theft Over,Commercial
2014-08-15,2014,August,15,Friday,10,Assault,Apartment
2014-08-17,2014,August,17,Sunday,18,Break and Enter,Commercial
2014-08-18,2014,August,18,Monday,9,Break and Enter,House
2014-08-17,2014,August,17,Sunday,15,Assault,Outside
2014-08-18,2014,August,18,Monday,13,Assault,Outside
2014-08-17,2014,August,17,Sunday,3,Assault,Outside
2014-08-09,2014,August,9,Saturday,16,Break and Enter,House
2014-08-18,2014,August,18,Monday,14,Assault,House
2014-08-18,2014,August,18,Monday,4,Break and Enter,Other
2014-08-18,2014,August,18,Monday,15,Assault,Apartment
2014-08-18,2014,August,18,Monday,15,Assault,Apartment
2014-08-18,2014,August,18,Monday,15,Assault,Apartment
